SUBSISTEMA,TIPO INSTITUICAO,COD IES,COD UO,IES,IES UO,ASSOCIACAO,NUMERO REGISTO,CURSO,COD CURSO,ECTS,CNA/CL/CI,DURACAO,TIPO CURSO,COD CNAEF,LMA,REGIME GERAL DE ACESSO,MAIORES 23,DIPLOMADOS DET,DIPLOMADOS TESP,OUTROS CURSOS SUPERIORES,CURSOS DUPLA CERTIFICAÇÃO,MEDICINA PARA LICENCIADOS,ESTUDANTES INTERNACIONAIS,MUDANÇA DE PAR,REGIMES ESPECIAIS,TOTAL VAGAS CE,TOTAL VAGAS
Privado,Politécnico,4107,4108,Instituto Politécnico de Saúde do Norte - CESPU,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,n/a,R/A-Cr 8/2018,Imagem Médica e Radioterapia,L066,240,CI,8 Semestres,L1,725,30,18,3,1,2,1,3,0,1,1,0,12,30
Privado,Politécnico,4107,4108,Instituto Politécnico de Saúde do Norte - CESPU,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,n/a,R/A-Cr 101/2016,Osteopatia,L136,240,CI,8 Semestres,L1,729,45,25,8,1,2,2,2,0,2,2,0,19,44
Privado,Politécnico,4107,4108,Instituto Politécnico de Saúde do Norte - CESPU,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,n/a,R/A-Ef 40/2011,Podologia,8249,240,CI,8 Semestres,L1,725,30,15,8,0,2,1,1,0,2,1,0,15,30
Privado,Politécnico,4107,4109,Instituto Politécnico de Saúde do Norte - CESPU,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,Alínea c),R/A-Cr 35/2023,Enfermagem Veterinária,9085,180,CI,3 Anos,L1,640,25,18,4,0,1,1,0,0,1,0,0,7,25
Privado,Politécnico,4107,4109,Instituto Politécnico de Saúde do Norte - CESPU,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,n/a,R/A-Ef 48/2011,Fisioterapia,9504,240,CI,8 Semestres,L1,726,105,85,3,0,5,2,4,0,2,4,0,20,105
Privado,Politécnico,4107,4109,Instituto Politécnico de Saúde do Norte - CESPU,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,n/a,R/A-Ef 50/2011,Prótese Dentária,9791,180,CI,6 Semestres,L1,724,40,25,7,0,2,2,2,0,0,2,0,15,40
Privado,Politécnico,4107,4113,Instituto Politécnico de Saúde do Norte - CESPU,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Enfermagem do Tâmega e Sousa,n/a,R/A-Ef 46/2011,Enfermagem,9500,240,CI,8 Semestres,L1,723,60,49,4,0,1,1,1,0,2,2,0,11,60
Privado,Politécnico,4110,4110,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,n/a,R/A-Ef 53/2012,Enfermagem,9500,240,CI,8 Semestres,L1,723,80,68,4,0,4,1,2,0,0,1,0,12,80
Privado,Politécnico,4110,4110,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,n/a,R/A-Cr 216/2025,Imagem Médica e Radioterapia,L066,240,CI,4 anos,L1,725,25,17,2,0,2,1,2,0,0,1,0,8,25
Privado,Politécnico,4115,4115,Escola Superior de Tecnologias de Fafe,Escola Superior de Tecnologias de Fafe,n/a,R/A-Ef 3247/2011,Gestão,9147,180,CI,6 Semestres,L1,345,50,35,6,1,2,2,1,0,1,2,0,15,50
Privado,Politécnico,4115,4115,Escola Superior de Tecnologias de Fafe,Escola Superior de Tecnologias de Fafe,n/a,R/A-Cr 43/2023,Gestão Hoteleira,9173,180,CI,6 Semestres,L1,811,30,20,3,1,2,1,1,0,1,1,0,10,30
Privado,Politécnico,4115,4115,Escola Superior de Tecnologias de Fafe,Escola Superior de Tecnologias de Fafe,n/a,R/A-Cr 205/2021,Tecnologias e Gestão de Sistemas Informação,L234,180,CI,3 Anos,L1,481,30,20,3,1,2,1,1,0,1,1,0,10,30
Privado,Politécnico,4115,4115,Escola Superior de Tecnologias de Fafe,Escola Superior de Tecnologias de Fafe,n/a,R/A-Ef 3248/2011,Turismo,9254,180,CI,6 Semestres,L1,812,40,30,1,1,3,1,1,0,1,2,0,10,40
Privado,Universitário,4126,4126,Escola Universitária Vasco da Gama,Escola Universitária Vasco da Gama,n/a,R/A-Cr 214/2015,Ciências Bioveterinárias,L111,180,CI,6 Semestres,L1,640,30,16,4,1,0,3,0,0,3,3,0,14,30
Privado,Universitário,4126,4126,Escola Universitária Vasco da Gama,Escola Universitária Vasco da Gama,n/a,R/A-Ef 206/2011,Medicina Veterinária,9847,330,CI,5 Anos e meio,MI,640,105,86,4,1,0,4,0,0,2,8,0,19,105
Privado,Universitário,4126,4126,Escola Universitária Vasco da Gama,Escola Universitária Vasco da Gama,n/a,R/A-Cr 130/2023,Saúde e Bem-Estar Marinho,L327,180,CI,6 Semestres,L1,420,30,18,1,0,0,2,0,0,6,3,0,12,30
Privado,Politécnico,4141,4141,Escola Superior de Negócios Atlântico,Escola Superior de Negócios Atlântico,n/a,R/A-Cr 91/2020,Gestão e Negócios,9169,180,CI,6 Semestres,L1,345,40,22,2,1,8,1,0,0,4,2,0,18,40
Privado,Politécnico,4155,4155,Instituto Português de Administração de Marketing do Porto,Instituto Português de Administração de Marketing do Porto,n/a,R/A-Ef 47/2012,Gestão de Marketing,9156,180,CI,6 Semestres,L1,342,300,261,12,0,10,1,12,0,2,2,0,39,300
Privado,Politécnico,4155,4155,Instituto Português de Administração de Marketing do Porto,Instituto Português de Administração de Marketing do Porto,n/a,R/A-Cr 127/2022,Gestão de Negócios,L268,180,CI,6 Semestres,L1,345,80,65,4,0,3,1,5,0,1,1,0,15,80
Privado,Politécnico,4155,4155,Instituto Português de Administração de Marketing do Porto,Instituto Português de Administração de Marketing do Porto,n/a,R/A-Cr 70/2017,Marketing,9205,180,CI,6 Semestres,L1,342,30,23,3,0,1,0,1,0,1,1,0,7,30
Privado,Politécnico,4155,4155,Instituto Português de Administração de Marketing do Porto,Instituto Português de Administração de Marketing do Porto,n/a,R/A-Cr 36/2023,Negócios Globais,L314,180,CI,6 Semestres,L1,345,30,23,3,0,1,0,1,0,1,1,0,7,30
Privado,Politécnico,4156,4156,Instituto Português de Administração de Marketing de Lisboa,Instituto Português de Administração de Marketing de Lisboa,n/a,R/A-Ef 40/2012,Gestão de Marketing,9156,180,CI,6 Semestres,L1,342,170,150,7,0,5,1,5,0,1,1,0,20,170
Privado,Politécnico,4156,4156,Instituto Português de Administração de Marketing de Lisboa,Instituto Português de Administração de Marketing de Lisboa,n/a,R/A-Cr 68/2025,Gestão de Negócios,L268,180,CI,3 Anos,L1,345,50,49,0,0,0,0,1,0,0,0,0,1,50
Privado,Politécnico,4156,4156,Instituto Português de Administração de Marketing de Lisboa,Instituto Português de Administração de Marketing de Lisboa,n/a,R/A-Cr 7/2018,Marketing,9205,180,CI,6 Semestres,L1,342,45,37,5,0,0,0,1,0,1,1,0,8,45
Privado,Politécnico,4156,4156,Instituto Português de Administração de Marketing de Lisboa,Instituto Português de Administração de Marketing de Lisboa,n/a,R/A-Cr 64/2025,Negócios Globais,L314,180,CI,3 Anos,L1,345,50,43,4,0,0,0,1,0,1,1,0,7,50
Privado,Politécnico,4200,4200,Instituto Superior de Administração e Gestão,Instituto Superior de Administração e Gestão,n/a,R/A-Cr 149/2021,Gestão,9147,180,CI,6 Semestres,L1,345,90,60,4,1,1,1,2,0,20,1,0,30,90
Privado,Politécnico,4200,4200,Instituto Superior de Administração e Gestão,Instituto Superior de Administração e Gestão,n/a,R/A-Ef 246/2012,Gestão de Empresas,9152,180,CI,6 Semestres,L1,345,90,80,3,1,1,1,2,0,1,1,0,10,90
Privado,Politécnico,4200,4200,Instituto Superior de Administração e Gestão,Instituto Superior de Administração e Gestão,n/a,R/A-Ef 247/2012,Relações Empresariais,8387,180,CI,6 Semestres,L1,345,30,22,1,1,1,1,2,0,1,1,0,8,30
Privado,Politécnico,4200,4200,Instituto Superior de Administração e Gestão,Instituto Superior de Administração e Gestão,n/a,R/A-Cr 113/2020,Turismo,9254,180,CI,6 Semestres,L1,812,35,22,4,1,1,1,2,0,3,1,0,13,35
Privado,Universitário,4260,4260,Instituto Universitário Egas Moniz,Instituto Universitário Egas Moniz,n/a,R/A-Cr 48/2023,Ciências Biomédicas,9351,180,CI,6 Semestres,L1,721,60,32,0,0,0,0,0,0,20,8,0,28,60
Privado,Universitário,4260,4260,Instituto Universitário Egas Moniz,Instituto Universitário Egas Moniz,n/a,R/A-Ef 915/2011,Ciências Farmacêuticas,9494,300,CI,5 Anos,MI,727,100,66,14,0,0,0,0,0,20,0,0,34,100
Privado,Universitário,4260,4260,Instituto Universitário Egas Moniz,Instituto Universitário Egas Moniz,n/a,R/A-Ef 231/2012,Ciências Forenses e Criminais,8059,180,CI,6 Semestres,L1,429,60,57,0,0,0,0,0,0,3,0,0,3,60
Privado,Universitário,4260,4260,Instituto Universitário Egas Moniz,Instituto Universitário Egas Moniz,n/a,R/A-Cr 201/2012,Ciências da Nutrição,9554,240,CI,4 anos,L1,726,75,50,10,0,0,0,0,0,10,5,0,25,75
Privado,Universitário,4260,4260,Instituto Universitário Egas Moniz,Instituto Universitário Egas Moniz,n/a,R/A-Cr 175/2024,Gastronomia,L095,180,CI,3 Anos,L1,811,40,16,3,0,0,0,0,0,2,19,0,24,40
Privado,Universitário,4260,4260,Instituto Universitário Egas Moniz,Instituto Universitário Egas Moniz,n/a,R/A-Ef 916/2011,Medicina Dentária,9548,300,CI,5 Anos,MI,724,120,110,0,0,0,0,0,0,10,0,0,10,120
Privado,Universitário,4260,4260,Instituto Universitário Egas Moniz,Instituto Universitário Egas Moniz,n/a,R/A-Cr 31/2021,Medicina Veterinária,9847,360,CI,5 Anos e meio,MI,640,30,25,0,0,0,0,0,0,5,0,0,5,30
Privado,Universitário,4260,4260,Instituto Universitário Egas Moniz,Instituto Universitário Egas Moniz,n/a,R/A-Cr 84/2013,Psicologia,9219,180,CI,6 Semestres,L1,311,50,45,0,0,0,0,0,0,5,0,0,5,50
Privado,Politécnico,4270,4270,ISCE - Instituto Superior de Lisboa e Vale do Tejo,ISCE - Instituto Superior de Lisboa e Vale do Tejo,n/a,R/A-Ef 917/2011,Animação Sociocultural,9005,180,CI,6 Semestres,L1,762,20,11,2,0,0,1,4,0,1,1,0,9,20
Privado,Politécnico,4270,4270,ISCE - Instituto Superior de Lisboa e Vale do Tejo,ISCE - Instituto Superior de Lisboa e Vale do Tejo,n/a,R/A-Ef 3362/2011,Desporto,9563,180,CI,6 Semestres,L1,813,100,74,5,2,1,1,13,0,1,3,0,26,100
Privado,Politécnico,4270,4270,ISCE - Instituto Superior de Lisboa e Vale do Tejo,ISCE - Instituto Superior de Lisboa e Vale do Tejo,n/a,R/A-Ef 3361/2011,Educação Básica,9853,180,CI,6 Semestres,L1,144,60,30,7,0,0,2,8,0,2,1,0,20,50
Privado,Politécnico,4270,4270,ISCE - Instituto Superior de Lisboa e Vale do Tejo,ISCE - Instituto Superior de Lisboa e Vale do Tejo,n/a,R/A-Cr 919/2011,Educação Social,9084,180,CI,3 anos,L1,762,50,33,4,0,0,2,8,0,0,3,0,17,50
Privado,Politécnico,4270,4270,ISCE - Instituto Superior de Lisboa e Vale do Tejo,ISCE - Instituto Superior de Lisboa e Vale do Tejo,n/a,R/A-Ef 921/2011,Gestão Turistica,9177,180,CI,6 Semestres,L1,812,50,33,3,1,0,1,8,0,2,2,0,17,50
Privado,Politécnico,4271,4271,Instituto Superior de Ciências Educativas do Douro,Instituto Superior de Ciências Educativas do Douro,n/a,R/A-Cr 6/2025,Atividade Física e Estilos de Vida Saudáveis,L008,180,CI,3 Anos,L1,813,30,20,2,0,2,2,2,0,0,2,0,10,30
Privado,Politécnico,4271,4271,Instituto Superior de Ciências Educativas do Douro,Instituto Superior de Ciências Educativas do Douro,n/a,R/A-Cr 109/2025,Design de Produto,8494,180,CI,3 anos,L1,214,30,20,2,0,2,2,2,0,0,2,0,10,30
Privado,Politécnico,4271,4271,Instituto Superior de Ciências Educativas do Douro,Instituto Superior de Ciências Educativas do Douro,n/a,R/A-Cr 129/2020,Desporto,9563,180,CI,6 Semestres,L1,813,35,30,1,0,1,1,1,0,0,1,0,5,35
Privado,Politécnico,4271,4271,Instituto Superior de Ciências Educativas do Douro,Instituto Superior de Ciências Educativas do Douro,n/a,R/A-Cr 215/2015,Educação Básica,9853,180,CI,6 Semestres,L1,144,30,26,1,0,0,1,1,0,0,1,0,4,30
Privado,Politécnico,4271,4271,Instituto Superior de Ciências Educativas do Douro,Instituto Superior de Ciências Educativas do Douro,n/a,R/A-Cr 130/2020,Educação Social,9084,180,CI,6 Semestres,L1,762,25,16,2,0,1,2,2,0,0,2,0,9,25
Privado,Politécnico,4271,4271,Instituto Superior de Ciências Educativas do Douro,Instituto Superior de Ciências Educativas do Douro,n/a,R/A-Cr 39/2016,Tecnologias Multimédia,L342,180,CI,6 Semestres,L1,213,39,26,2,1,2,2,4,0,0,2,0,13,39
Privado,Politécnico,4277,4277,Instituto Superior de Ciências da Informação e da Administração,Instituto Superior de Ciências da Informação e da Administração,n/a,R/A-Cr 69/2022,Educação Social,9084,180,CI,6 Semestres,L1,762,25,15,5,0,5,0,0,0,0,0,0,10,25
Privado,Politécnico,4277,4277,Instituto Superior de Ciências da Informação e da Administração,Instituto Superior de Ciências da Informação e da Administração,n/a,R/A-Cr 178/2025,Gestão Industrial e Logística,L030,180,CI,3 anos,L1,345,30,15,6,0,5,1,1,0,1,1,0,15,30
Privado,Politécnico,4277,4277,Instituto Superior de Ciências da Informação e da Administração,Instituto Superior de Ciências da Informação e da Administração,n/a,R/A-Cr 278/2015,Proteção Civil,9218,180,CI,6 Semestres,L1,861,40,20,10,0,5,1,1,0,0,3,0,20,40
Privado,Politécnico,4277,4277,Instituto Superior de Ciências da Informação e da Administração,Instituto Superior de Ciências da Informação e da Administração,n/a,R/A-Cr 77/2022,Segurança e Saúde no Trabalho,L264,180,CI,6 Semestres,L1,862,25,15,5,0,2,0,2,0,1,0,0,10,25
Privado,Politécnico,4280,4280,Instituto Superior de Ciências Empresariais e do Turismo,Instituto Superior de Ciências Empresariais e do Turismo,n/a,R/A-Cr 933/2011,Comércio Internacional,9716,180,CI,3 anos,L1,345,60,36,2,1,1,1,7,0,11,1,0,24,60
Privado,Politécnico,4280,4280,Instituto Superior de Ciências Empresariais e do Turismo,Instituto Superior de Ciências Empresariais e do Turismo,n/a,R/A-Cr 57/2019,Gestão de Empresas,9152,180,CI,6 Semestres,L1,345,40,22,4,1,1,1,4,0,6,1,0,18,40
Privado,Politécnico,4280,4280,Instituto Superior de Ciências Empresariais e do Turismo,Instituto Superior de Ciências Empresariais e do Turismo,n/a,R/A-Ef 931/2011,Marketing e Publicidade,9206,180,CI,6 Semestres,L1,342,45,29,1,1,5,1,4,0,3,1,0,16,45
Privado,Politécnico,4280,4280,Instituto Superior de Ciências Empresariais e do Turismo,Instituto Superior de Ciências Empresariais e do Turismo,n/a,R/A-Cr 935/2011,Solicitadoria,9242,180,CI,3 anos,L1,380,75,45,5,1,1,1,7,0,14,1,0,30,75
Privado,Politécnico,4280,4280,Instituto Superior de Ciências Empresariais e do Turismo,Instituto Superior de Ciências Empresariais e do Turismo,n/a,R/A-Cr 936/2011,Turismo,9254,180,CI,3 anos,L1,812,65,39,2,1,1,1,7,0,13,1,0,26,65
Privado,Politécnico,4283,4283,Instituto Superior de Entre Douro e Vouga,Instituto Superior de Entre Douro e Vouga,n/a,R/A-Ef 3367/2011,Contabilidade,9056,180,CI,6 Semestres,L1,344,30,9,5,1,3,3,3,0,2,3,1,20,30
Privado,Politécnico,4283,4283,Instituto Superior de Entre Douro e Vouga,Instituto Superior de Entre Douro e Vouga,n/a,R/A-Ef 958/2011,Engenharia de Produção Industrial,9097,180,CI,6 Semestres,L1,521,60,15,13,6,8,5,5,0,2,5,1,44,60
Privado,Politécnico,4283,4283,Instituto Superior de Entre Douro e Vouga,Instituto Superior de Entre Douro e Vouga,n/a,R/A-Ef 959/2011,Gestão de Empresas,9152,180,CI,6 Semestres,L1,345,80,38,17,2,3,2,3,0,4,10,1,41,80
Privado,Politécnico,4283,4283,Instituto Superior de Entre Douro e Vouga,Instituto Superior de Entre Douro e Vouga,n/a,R/A-Ef 960/2011,"Marketing, Publicidade e Relações Públicas",9208,180,CI,6 Semestres,L1,342,40,25,5,1,1,1,1,0,3,2,1,14,40
Privado,Politécnico,4283,4283,Instituto Superior de Entre Douro e Vouga,Instituto Superior de Entre Douro e Vouga,n/a,R/A-Cr 70/2015,Solicitadoria,9242,180,CI,6 Semestres,L1,380,80,40,15,2,3,5,3,0,4,7,1,39,80
Privado,Politécnico,4292,4292,Instituto Superior D. Dinis,Instituto Superior D. Dinis,n/a,R/A-Cr 72/2022,Engenharia e Design Industrial,L263,180,CI,6 Semestres,L1,520,30,12,4,1,4,1,1,0,6,1,0,18,30
Privado,Politécnico,4292,4292,Instituto Superior D. Dinis,Instituto Superior D. Dinis,n/a,R/A-Cr 39/2023,Engenharia e Gestão da Produção Aeronáutica,L320,180,CI,6 Semestres,L1,520,30,12,4,1,4,1,1,0,6,1,0,18,30
Privado,Politécnico,4292,4292,Instituto Superior D. Dinis,Instituto Superior D. Dinis,n/a,R/A-Cr 159/2021,Engenharia e Gestão da Produção de Moldes,L225,180,CI,3 Anos,L1,520,30,12,4,1,4,1,1,0,6,1,0,18,30
Privado,Politécnico,4292,4292,Instituto Superior D. Dinis,Instituto Superior D. Dinis,n/a,R/A-Cr 93/2023,Engenharia e Gestão da Tecnologia Industrial,L328,180,CI,3 Anos,L1,520,30,12,4,1,4,1,1,0,6,1,0,18,30
Privado,Politécnico,4292,4292,Instituto Superior D. Dinis,Instituto Superior D. Dinis,n/a,R/A-Cr 124/2022,Gestão Comercial,L021,180,CI,6 Semestres,L1,345,30,12,4,1,4,1,1,0,6,1,0,18,30
Privado,Politécnico,4292,4292,Instituto Superior D. Dinis,Instituto Superior D. Dinis,n/a,R/A-Cr 51/2019,Gestão Industrial e Inovação Tecnológica,L190,180,CI,3 Semestres,L1,345,30,12,4,1,4,1,1,0,6,1,0,18,30
Privado,Politécnico,4292,4292,Instituto Superior D. Dinis,Instituto Superior D. Dinis,n/a,R/A-Ef 44/2012,Gestão de Recursos Humanos,9157,180,CI,6 Semestres,L1,345,30,12,4,1,4,1,1,0,6,1,0,18,30
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Cr 28/2023,Ciência e Visualização de Dados,L315,180,CI,6 Semestres,L1,481,40,31,2,1,1,1,1,0,1,1,1,8,40
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Cr 34/2023,Ciências Aeronáuticas e do Espaço,L316,180,CI,6 Semestres,L1,525,45,36,2,1,1,1,1,0,1,1,1,8,45
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Cr 29/2024,Comunicação Global,L337,180,CI,3 Anos,L1,321,30,21,2,1,1,1,1,0,1,1,1,8,30
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Ef 941/2011,Design e Produção Gráfica,9073,180,CI,6 Semestres,L1,213,60,50,3,1,1,1,1,0,1,1,1,9,60
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Ef 942/2011,Educação Básica,9853,180,CI,6 Semestres,L1,144,100,88,5,1,1,1,1,0,1,1,1,11,100
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Cr 128/2012,Energias Renováveis e Ambiente,8522,180,CI,6 Semestres,L1,422,25,17,1,1,1,1,1,0,1,1,1,7,25
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Ef 306/2012,Engenharia de Proteção Civil,8397,180,CI,6 Semestres,L1,861,25,17,1,1,1,1,1,0,1,1,1,7,25
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Ef 3364/2011,Gestão Aeronautica,8042,180,CI,6 Semestres,L1,345,35,26,2,1,1,1,1,0,1,1,1,8,35
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Ef 3365/2011,Gestão Autárquica,8181,180,CI,6 Semestres,L1,345,30,21,2,1,1,1,1,0,1,1,1,8,30
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Ef 944/2011,Gestão Hoteleira,9173,180,CI,6 Semestres,L1,811,40,31,2,1,1,1,1,0,1,1,1,8,40
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Cr 20/2025,Gestão da Proteção Civil e Segurança Comunitária,L368,180,CI,3 Anos,L1,861,30,21,2,1,1,1,1,0,1,1,1,8,30
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,Alínea a),R/A-Cr 4/2025,Gestão de dados e tecnologias em saúde,L357,180,CI,3 Anos,L1,725,90,21,2,1,1,1,1,0,1,1,1,8,30
Privado,Politécnico,4298,4298,ISEC Lisboa - Instituto Superior de Educação e Ciências,ISEC Lisboa - Instituto Superior de Educação e Ciências,n/a,R/A-Cr 128/2013,Ótica e Optometria,L036,180,CI,6 Semestres,L1,729,35,26,2,1,1,1,1,0,1,1,1,8,35
Privado,Universitário,4300,4300,Instituto Superior de Gestão,Instituto Superior de Gestão,n/a,R/A-Cr 971/2011,Gestão,9147,180,CI,3 anos,L1,345,140,103,5,0,1,5,4,0,15,6,1,36,140
Privado,Universitário,4300,4300,Instituto Superior de Gestão,Instituto Superior de Gestão,n/a,R/A-Cr 64/2011,Gestão de Recursos Humanos,9157,180,CI,6 Semestres,L1,345,60,33,5,0,1,2,4,0,10,4,1,26,60
Privado,Universitário,4300,4300,Instituto Superior de Gestão,Instituto Superior de Gestão,n/a,R/A-Cr 132/2020,Gestão do Turismo,L191,180,CI,6 Semestres,L1,812,30,16,3,0,1,1,2,0,5,1,1,13,30
Privado,Universitário,4306,4306,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,n/a,R/A-Ef 120/2012,Educação Física e Desporto,9736,180,CI,6 Semestres,L1,813,50,36,3,1,1,1,5,0,2,1,0,14,50
Privado,Universitário,4306,4306,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,n/a,R/A-Ef 278/2012,Gestão,9147,180,CI,6 Semestres,L1,345,45,25,5,1,1,1,5,0,6,1,0,20,45
Privado,Universitário,4306,4306,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,n/a,R/A-Ef 121/2012,Psicologia,9219,180,CI,6 Semestres,L1,311,70,50,4,1,1,4,2,0,7,1,0,20,70
Privado,Universitário,4308,4308,Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu,Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu,n/a,R/A-Ef 91/2012,Psicologia,9219,180,CI,6 Semestres,L1,311,56,40,5,1,1,2,1,0,4,2,0,16,56
Privado,Universitário,4308,4308,Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu,Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu,n/a,R/A-Cr 24/2023,Relações Internacionais,9229,180,CI,6 Semestres,L1,313,30,20,3,1,1,1,1,0,2,1,0,10,30
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 161/2024,Animação Global,L351,180,CI,3 Anos,L1,213,100,75,10,0,0,1,6,0,7,1,0,25,100
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 78/2021,Animação e Criação Visual,L220,180,CI,3 Anos,L1,213,40,35,0,0,0,0,5,0,0,0,0,5,40
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 147/2022,Ciência de Dados e Gestão,L290,180,CI,6 Semestres,L1,460,100,65,25,0,0,1,3,0,4,2,0,35,100
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 39/2012,Ciências da Comunicação,9023,180,CI,6 Semestres,L1,321,120,111,2,0,0,1,4,0,1,1,0,9,120
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 155/2023,Ciências da Nutrição,9554,240,CI,4 Anos,L1,726,40,34,2,0,0,1,0,0,2,1,0,6,40
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 231/2025,Criminologia,L410,180,CI,3 anos,L1,380,50,45,2,0,0,1,0,0,1,1,0,5,50
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 6/2014,Desenvolvimento de Jogos,L210,180,CI,6 Semestres,L1,481,45,38,1,0,0,0,4,0,1,1,0,7,45
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Ef 207/2011,Design,9069,180,CI,6 Semestres,L1,214,215,202,4,0,0,1,4,0,2,2,0,13,215
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 155/2025,Design Digital e Multimédia,L392,180,CI,3 anos,L1,213,40,33,1,0,0,0,4,0,1,1,0,7,40
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 49/2016,Design Global,L125,180,CI,6 Semestres,L1,214,90,80,5,0,0,0,2,0,2,1,0,10,90
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 143/2025,Design Gráfico,9470,180,CI,3 anos,L1,213,40,33,1,0,0,0,4,0,1,1,0,7,40
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 120/2025,Design de Interação,L385,180,CI,3 anos,L1,214,40,33,1,0,0,0,4,0,1,1,0,7,40
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 118/2025,Design de Produto,8494,180,CI,3 anos,L1,214,40,33,1,0,0,0,4,0,1,1,0,7,40
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 40/2015,Direito,9078,240,CI,8 Semestres,L1,380,120,104,5,0,0,3,0,0,6,2,0,16,120
Privado,Universitário,4350,4350,Universidade Europeia,Universidade Europeia,n/a,R/A-Cr 198/2025,Economia,9081,180,CI,3 anos,L1,314,40,36,1,0,0,1,0,0,1,1,0,4,40
